"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL1743048";"OBINUTUZUMAB";"AFUTUZUMAB|Afutuzumab|GA-101|GA101|GAZYVA|GAZYVARO|HUMAB<CD20>|HUMABCD20|OBINUTUZUMAB|R-7159|RG-7159|RO 5072759|RO 5072759 HUMAB<CD20>|RO-5072759|RO-5072759 HUMAB<CD20>|RO5072759";"Antibody";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1336";"SORAFENIB";"BAY 43-9006|BAY-43-9006|Nexavar|SORAFENIB|Sorafenib";"Small molecule";"4.0";"464.83";"1252";"5277";"5.55";"92.35";"4";"3";"1";"5";"N";"0.46";"11.55";"3.03";"4.34";"4.34";"3";"MOL";"0";"32";"7";"3";"1";"464.0863";"-1.46";"NEUTRAL";"C21H16ClF3N4O3";"CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1";"MLDQJTXFUGDVEO-UHFFFAOYSA-N"
"CHEMBL2103871";"ALISERTIB SODIUM";"ALISERTIB SODIUM|MLN-8237-004|MLN8237-004";"Small molecule";"-1.0";"558.93";"";"";"5.75";"105.93";"7";"2";"2";"6";"N";"0.33";"4.28";"3.01";"5.50";"2.74";"4";"MOL";"0";"37";"8";"2";"2";"518.1157";"-0.76";"ACID";"C27H21ClFN4NaO5";"COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)[O-].O.[Na+]";"WLPXWQKMVACWII-UHFFFAOYSA-M"
"CHEMBL1818442";"AMITIFADINE HYDROCHLORIDE";"AMITIFADINE HYDROCHLORIDE|DOV 21947|DOV-21,947 HYDROCHLORIDE|DOV-21947|DOV-21947 HYDROCHLORIDE|EB-1010|EB-1010 HYDROCHLORIDE";"Small molecule";"2.0";"264.58";"3";"6";"2.85";"12.03";"1";"1";"0";"1";"Y";"0.78";"None";"10.48";"2.75";"-0.10";"1";"MOL";"0";"14";"1";"1";"0";"227.0269";"0.49";"BASE";"C11H12Cl3N";"Cl.Clc1ccc([C@]23CNC[C@H]2C3)cc1Cl";"KAGBHVBIOJBGBD-NINOIYOQSA-N"
"CHEMBL5095404";"BEMNIFOSBUVIR";"AT-511|AT-527 free base|BEMNIFOSBUVIR";"Small molecule";"2.0";"581.54";"";"";"2.57";"184.97";"13";"4";"2";"11";"N";"0.19";"10.24";"6.65";"1.76";"1.75";"3";"MOL";"0";"40";"14";"5";"2";"581.2163";"0.07";"NEUTRAL";"C24H33FN7O7P";"CNc1nc(N)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(N[C@@H](C)C(=O)OC(C)C)Oc2ccccc2)[C@@H](O)[C@@]1(C)F";"OISLSHLAXHALQZ-HEOQURLSSA-N"
"CHEMBL859";"OXYPURINOL";"NSC-76239|OXIPURINOL|OXYPURINOL|Oxypurinol";"Small molecule";"4.0";"152.11";"9";"22";"-0.24";"94.92";"5";"3";"0";"0";"N";"0.48";"8.20";"1.19";"0.41";"0.34";"2";"MOL";"0";"11";"6";"3";"0";"152.0334";"-1.57";"NEUTRAL";"C5H4N4O2";"Oc1nc(O)c2cn[nH]c2n1";"HXNFUBHNUDHIGC-UHFFFAOYSA-N"
"CHEMBL4297187";"DERAZANTINIB";"ARQ 087|ARQ-087|ARQ087|DERAZANTINIB";"Small molecule";"2.0";"468.58";"1";"2";"5.49";"59.07";"5";"2";"1";"9";"N";"0.32";"13.80";"9.53";"6.13";"4.03";"4";"MOL";"0";"35";"5";"2";"1";"468.2325";"-0.88";"BASE";"C29H29FN4O";"COCCNCCc1cccc(Nc2ncc3c(n2)-c2ccccc2[C@H](c2ccccc2F)C3)c1";"KPJDVVCDVBFRMU-AREMUKBSSA-N"
"CHEMBL593";"DELAVIRDINE";"DELAVIRDINE|Delavirdine|U-90152";"Small molecule";"4.0";"456.57";"49";"636";"2.72";"110.43";"6";"3";"0";"6";"N";"0.53";"9.39";"6.82";"1.02";"0.92";"3";"MOL";"0";"32";"9";"3";"0";"456.1944";"-1.75";"NEUTRAL";"C22H28N6O3S";"CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1";"WHBIGIKBNXZKFE-UHFFFAOYSA-N"
"CHEMBL953";"ENTACAPONE";"COMTESS|Comtan|ENTACAPONE|ENTACAPONE ORION|ENTACAPONE TEVA|OR-611";"Small molecule";"4.0";"305.29";"49";"224";"1.78";"127.70";"6";"2";"0";"5";"N";"0.28";"6.09";"None";"1.63";"0.38";"1";"MOL";"0";"22";"8";"2";"0";"305.1012";"-0.89";"ACID";"C14H15N3O5";"CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1";"JRURYQJSLYLRLN-BJMVGYQFSA-N"
"CHEMBL2364628";"RICOLINOSTAT";"ACY-1215|ACY-63|RICOLINOSTAT";"Small molecule";"2.0";"433.51";"60";"365";"4.13";"107.45";"6";"3";"0";"11";"N";"0.24";"8.91";"None";"3.65";"3.64";"3";"MOL";"0";"32";"8";"3";"0";"433.2114";"-0.75";"NEUTRAL";"C24H27N5O3";"O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2)nc1)NO";"QGZYDVAGYRLSKP-UHFFFAOYSA-N"
"CHEMBL4802195";"ATULIFLAPON";"ATULIFLAPON|AZD 5718|AZD-5718|AZD5718";"Unknown";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4297507";"DELGOCITINIB";"DELGOCITINIB|JTE-052|JTE-052A|LEO 124249|LEO 124249A|LEO-124249|LEO-124249A";"Small molecule";"3.0";"310.36";"13";"54";"1.30";"88.91";"5";"1";"0";"2";"N";"0.90";"9.14";"6.43";"0.65";"0.60";"2";"MOL";"0";"23";"7";"1";"0";"310.1542";"-0.80";"NEUTRAL";"C16H18N6O";"C[C@H]1CN(C(=O)CC#N)[C@]12CCN(c1ncnc3[nH]ccc13)C2";"LOWWYYZBZNSPDT-ZBEGNZNMSA-N"
"CHEMBL4297374";"MILADEMETAN TOSYLATE";"DS 3032B|DS-3032 TOSYLATE|DS-3032B|MILADEMETAN TOSYLATE";"Small molecule";"1.0";"790.74";"";"";"3.96";"135.44";"6";"4";"1";"4";"N";"0.38";"12.74";"8.97";"3.31";"1.74";"2";"MOL";"0";"42";"9";"5";"1";"617.1972";"0.13";"BASE";"C37H42Cl2FN5O7S";"CC1(C)CCC2(CC1)N[C@@H](C(=O)N[C@@H]1CC[C@@H](C(N)=O)OC1)[C@H](c1ccnc(Cl)c1F)[C@]21C(=O)Nc2cc(Cl)ccc21.Cc1ccc(S(=O)(=O)O)cc1";"NHIUKVHKLJSJEA-LINJWFRASA-N"
"CHEMBL269732";"TACROLIMUS";"FK-506|FK506|FR-900506|NSC-758659|Prograf|Protopic|TACROLIMUS|TACROLIMUS MONOHYDRATE";"Small molecule";"4.0";"804.03";"170";"977";"4.64";"178.36";"12";"3";"2";"7";"N";"0.18";"9.96";"None";"5.59";"5.59";"0";"MOL";"0";"57";"13";"3";"2";"803.4820";"1.42";"NEUTRAL";"C44H69NO12";"C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC";"QJJXYPPXXYFBGM-LFZNUXCKSA-N"
"CHEMBL3991932";"PEXMETINIB";"ARRY-614|PEXMETINIB|Pexmetinib";"Small molecule";"1.0";"556.64";"298";"308";"6.07";"106.23";"7";"3";"2";"8";"N";"0.22";"12.59";"2.01";"5.84";"5.84";"5";"MOL";"0";"41";"9";"3";"2";"556.2598";"-2.02";"NEUTRAL";"C31H33FN6O3";"Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)NCc2cc(F)ccc2Oc2ccc3c(cnn3CCO)c2)cc1";"LNMRSSIMGCDUTP-UHFFFAOYSA-N"
"CHEMBL46618";"OTAMIXABAN";"FXV-673|FXV673|OTAMIXABAN|RPR-130673|RPR130673|XRP-0673|XRP0673";"Small molecule";"3.0";"446.51";"11";"40";"2.42";"132.21";"5";"3";"0";"8";"N";"0.16";"None";"11.46";"1.54";"-0.87";"3";"MOL";"0";"33";"8";"4";"0";"446.1954";"-0.33";"BASE";"C25H26N4O4";"COC(=O)[C@H](Cc1cccc(C(=N)N)c1)[C@@H](C)NC(=O)c1ccc(-c2cc[n+]([O-])cc2)cc1";"PFGVNLZDWRZPJW-OPAMFIHVSA-N"
"CHEMBL5095375";"VOCIPROTAFIB";"PTPN11 INHIBITOR RMC-4630|RMC 4630|RMC-4630|RMC4630|SAR-442720|SAR442720|VOCIPROTAFIB";"Small molecule";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL3813873";"PEXIDARTINIB";"CML-261|PEXIDARTINIB|PLX-3397|PLX3397";"Small molecule";"4.0";"417.82";"299";"378";"5.23";"66.49";"4";"2";"1";"5";"N";"0.47";"None";"6.76";"4.54";"4.45";"4";"MOL";"0";"29";"5";"2";"1";"417.0968";"-1.35";"NEUTRAL";"C20H15ClF3N5";"FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1";"JGWRKYUXBBNENE-UHFFFAOYSA-N"
"CHEMBL266497";"SORBINIL";"CP-45,634|CP-45634|NSC-355082|SORBINIL";"Small molecule";"3.0";"236.20";"24";"182";"0.64";"67.43";"3";"2";"0";"0";"N";"0.65";"8.67";"None";"0.44";"0.41";"1";"MOL";"0";"17";"5";"2";"0";"236.0597";"-0.49";"NEUTRAL";"C11H9FN2O3";"O=C1NC(=O)[C@@]2(CCOc3ccc(F)cc32)N1";"LXANPKRCLVQAOG-NSHDSACASA-N"
"CHEMBL331378";"ZOFENOPRIL";"ZOFENIL|ZOFENOPRIL";"Small molecule";"-1.0";"429.56";"7";"39";"4.04";"74.68";"5";"1";"0";"7";"N";"0.72";"3.50";"None";"4.31";"0.93";"2";"MOL";"0";"29";"5";"1";"0";"429.1069";"-0.38";"ACID";"C22H23NO4S2";"C[C@H](CSC(=O)c1ccccc1)C(=O)N1C[C@@H](Sc2ccccc2)C[C@H]1C(=O)O";"IAIDUHCBNLFXEF-MNEFBYGVSA-N"
"CHEMBL2108702";"IMETELSTAT SODIUM";"GRN-163L TRIDECASODIUM SALT|GRN163L|GRN163L TRIDECASODIUM SALT|IMETELSTAT SODIUM";"Oligonucleotide";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4296719";"DUTOGLIPTIN";"DUTOGLIPTIN|PHX1149";"Small molecule";"3.0";"241.10";"5";"6";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"241.1598";"None";"None";"C10H20BN3O3";"O=C(CN[C@@H]1CCNC1)N1CCC[C@H]1B(O)O";"DVJAMEIQRSHVKC-BDAKNGLRSA-N"
"CHEMBL916";"TIROFIBAN";"AGRASTAT|Aggrastat|L-700462|MK-383|TIROFIBAN|Tirofiban";"Small molecule";"4.0";"440.61";"28";"118";"2.95";"104.73";"5";"3";"0";"14";"N";"0.38";"3.17";"10.21";"0.60";"0.60";"1";"MOL";"0";"30";"7";"3";"0";"440.2345";"-0.39";"ZWITTERION";"C22H36N2O5S";"CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O";"COKMIXFXJJXBQG-NRFANRHFSA-N"
"CHEMBL3545059";"ALISKIREN FUMARATE";"ALISKIREN FUMARATE|ALISKIREN HEMIFUMARATE|NSC-759185|SPP-100B|SPP100|TEKTURNA";"Small molecule";"4.0";"1219.61";"15";"253";"3.29";"146.13";"7";"4";"1";"19";"N";"0.19";"None";"9.57";"3.12";"1.00";"1";"MOL";"0";"39";"9";"6";"2";"551.3934";"0.21";"BASE";"C64H110N6O16";"COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.O=C(O)/C=C/C(=O)O";"KLRSDBSKUSSCGU-KRQUFFFQSA-N"
"CHEMBL1639";"ALISKIREN";"ALISKIREN|Aliskiren|RASILEZ|SPP-100|SPP100";"Small molecule";"4.0";"551.77";"30";"200";"3.29";"146.13";"7";"4";"1";"19";"N";"0.19";"None";"9.57";"3.12";"1.00";"1";"MOL";"0";"39";"9";"6";"2";"551.3934";"0.21";"BASE";"C30H53N3O6";"COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC";"UXOWGYHJODZGMF-QORCZRPOSA-N"
"CHEMBL363387";"LIDORESTAT";"EML 676|EML-676|IDD 676|IDD-000676|IDD-000676-01|IDD-676|LIDORESTAT|LIDORESTAT ANHYDROUS|LINDOLRESTAT|LINDORESTAT";"Small molecule";"2.0";"376.36";"8";"54";"4.34";"55.12";"4";"1";"0";"4";"N";"0.54";"4.22";"1.45";"4.30";"1.28";"4";"MOL";"0";"26";"4";"1";"0";"376.0493";"-1.30";"ACID";"C18H11F3N2O2S";"O=C(O)Cn1cc(Cc2nc3c(F)c(F)cc(F)c3s2)c2ccccc21";"KYHVTMFADJNSGS-UHFFFAOYSA-N"
"CHEMBL4594438";"LENACAPAVIR";"GS-6207|GS-714207|GS-CA-2|GS-CA1|GS-CA2|GS-HIV|GS6207|LENACAPAVIR";"Small molecule";"4.0";"968.30";"2";"3";"7.66";"157.94";"10";"2";"2";"11";"N";"0.10";"6.69";"1.91";"6.40";"5.56";"5";"MOL";"0";"64";"12";"2";"3";"967.1435";"-0.78";"NEUTRAL";"C39H32ClF10N7O5S2";"CC(C)(C#Cc1ccc(-c2ccc(Cl)c3c(NS(C)(=O)=O)nn(CC(F)(F)F)c23)c([C@H](Cc2cc(F)cc(F)c2)NC(=O)Cn2nc(C(F)(F)F)c3c2C(F)(F)[C@@H]2C[C@H]32)n1)S(C)(=O)=O";"BRYXUCLEHAUSDY-WEWMWRJBSA-N"
"CHEMBL1201577";"CETUXIMAB";"ABP-494|C-225|C225|CETUXIMAB|CETUXIMAB (GENETICAL RECOMBINATION)|CETUXIMAB BIOSIMILAR (ABP-494)|CMAB-009|CMAB009|ERBITUX|IMC-225|IMC-C225|MOAB C225";"Antibody";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4297648";"SELETALISIB";"SELETALISIB|UCB-5857|UCB5857";"Small molecule";"2.0";"482.85";"4";"5";"5.24";"90.53";"6";"1";"1";"4";"N";"0.28";"10.71";"5.09";"3.72";"3.71";"5";"MOL";"0";"34";"7";"1";"1";"482.0870";"-1.13";"NEUTRAL";"C23H14ClF3N6O";"[O-][n+]1cccc(-c2nc3c(Cl)cccc3cc2[C@@H](Nc2ncnc3cccnc23)C(F)(F)F)c1";"LNLJHGXOFYUARS-OAQYLSRUSA-N"
"CHEMBL4761468";"AUMOLERTINIB";"ALMONERTINIB|AMEILE|AMEROL|AUMOLERTINIB|Ameile|Amerol|EGFR T790M INHIBITOR HS-10296|EQ-143|EQ143|HS 10296|HS-10206|HS-10296";"Small molecule";"3.0";"525.66";"5";"23";"5.31";"87.55";"8";"2";"2";"11";"N";"0.26";"13.64";"8.87";"4.95";"3.47";"4";"MOL";"0";"39";"9";"2";"2";"525.2852";"-1.02";"BASE";"C30H35N7O2";"C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C";"DOEOECWDNSEFDN-UHFFFAOYSA-N"
"CHEMBL3617964";"ALVELESTAT";"ALVELESTAT|AZD-9668|AZD9668|MPH-966|MPH966";"Small molecule";"2.0";"545.54";"5";"19";"3.29";"115.95";"8";"1";"1";"6";"N";"0.40";"12.17";"2.00";"1.27";"1.27";"4";"MOL";"0";"38";"9";"1";"1";"545.1345";"-1.93";"NEUTRAL";"C25H22F3N5O4S";"Cc1c(-c2ccnn2C)cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)n1-c1cccc(C(F)(F)F)c1";"QNQZWEGMKJBHEM-UHFFFAOYSA-N"
"CHEMBL3833307";"SATRALIZUMAB";"Enspryng|RG6168|SA-237|SA237|SAPELIZUMAB|SATRALIZUMAB|SATRALIZUMAB MWGE|SATRALIZUMAB-MWGE";"Antibody";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1170047";"INIPARIB";"BSI-201|INIPARIB";"Small molecule";"3.0";"292.03";"17";"38";"1.30";"86.23";"3";"1";"0";"2";"N";"0.51";"13.00";"None";"1.69";"1.69";"1";"MOL";"0";"13";"5";"2";"0";"291.9345";"-1.78";"NEUTRAL";"C7H5IN2O3";"NC(=O)c1ccc(I)c([N+](=O)[O-])c1";"MDOJTZQKHMAPBK-UHFFFAOYSA-N"
"CHEMBL2316582";"OLVEREMBATINIB";"D-824|D-824 DIMESYLATE|GZD-824|GZD-824 DIMESYLATE|HQP-1351|HQP-1351 DIMESYLATE|HQP1351|HQP1351 DIMESYLATE|OLVEREMBATINIB|OLVEREMBATINIB DIMESYLATE";"Small molecule";"3.0";"532.57";"34";"127";"4.68";"77.15";"5";"2";"1";"4";"N";"0.37";"11.08";"7.57";"4.84";"4.39";"4";"MOL";"0";"39";"7";"2";"1";"532.2198";"-1.75";"NEUTRAL";"C29H27F3N6O";"Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ncc2c1";"TZKBVRDEOITLRB-UHFFFAOYSA-N"
"CHEMBL1259059";"SOFOSBUVIR";"GS-7977|GS7977|PSI-7977|PSI-7977, GS-7977|SOFOSBUVIR|SOVALDI";"Small molecule";"4.0";"529.46";"37";"253";"1.66";"158.18";"10";"3";"1";"10";"N";"0.31";"9.70";"None";"1.28";"1.28";"2";"MOL";"0";"36";"12";"3";"2";"529.1625";"0.24";"NEUTRAL";"C22H29FN3O9P";"CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1";"TTZHDVOVKQGIBA-IQWMDFIBSA-N"
"CHEMBL4650361";"TALETRECTINIB ADIPATE";"DS-6051B|DS-6051b|TALETRECTINIB ADIPATE";"Small molecule";"1.0";"551.62";"";"";"4.43";"77.47";"6";"2";"0";"7";"N";"0.48";"None";"9.52";"4.03";"1.96";"4";"MOL";"0";"30";"6";"3";"0";"405.1965";"-1.67";"BASE";"C29H34FN5O5";"C[C@@H](N)COc1ccc(-c2cnc3ccc(N[C@H](C)c4cccc(F)c4)nn23)cc1.O=C(O)CCCCC(=O)O";"DORJQZDOULKINH-QNBGGDODSA-N"
"CHEMBL22";"TRIMETHOPRIM";"BW 56-72|BW-56-72|INFECTOTRIMET|IPRAL|LEDATRIM|MONOTRIM|NIH-204|NSC-106568|Polytrim|Primsol|Proloprim|Proloprin|SYRAPRIM|TCMDC-125538|TIEMPE|TRIMETHOPRIM|TRIMETHOPRIMUM|TRIMOGAL|TRIMOPAN|TRIMPEX 200|TRIPRIMIX 200|Trimpex|WELLCOPRIM";"Small molecule";"4.0";"290.32";"242";"1966";"1.26";"105.51";"7";"2";"0";"5";"N";"0.85";"None";"7.16";"1.28";"1.10";"2";"MOL";"0";"21";"7";"4";"0";"290.1379";"0.07";"NEUTRAL";"C14H18N4O3";"COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC";"IEDVJHCEMCRBQM-UHFFFAOYSA-N"
"CHEMBL4459585";"ROPSACITINIB";"PF-06826647|ROPSACITINIB";"Small molecule";"2.0";"383.42";"15";"60";"2.54";"113.41";"9";"0";"0";"4";"N";"0.53";"None";"2.05";"1.09";"1.09";"4";"MOL";"0";"29";"9";"0";"0";"383.1607";"-1.14";"NEUTRAL";"C20H17N9";"Cn1cc(-c2cn3nccc3c(-c3cnn([C@]4(CC#N)C[C@@H](C#N)C4)c3)n2)cn1";"XPLZTJWZDBFWDE-OYOVHJISSA-N"
"CHEMBL3707348";"ACALABRUTINIB";"ACALABRUTINIB|ACP-196|CALQUENCE";"Small molecule";"4.0";"465.52";"44";"169";"3.31";"118.51";"7";"2";"0";"4";"N";"0.45";"None";"4.63";"2.56";"2.56";"4";"MOL";"0";"35";"9";"3";"0";"465.1913";"-0.95";"NEUTRAL";"C26H23N7O2";"CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12";"WDENQIQQYWYTPO-IBGZPJMESA-N"
"CHEMBL4297593";"ATECEGATRAN METOXIL";"ATECEGATRAN FEXENETIL|ATECEGATRAN METOXIL|AZD 0837|AZD-0837|AZD0837";"Small molecule";"2.0";"496.90";"";"";"2.37";"123.98";"6";"4";"0";"9";"N";"0.24";"12.27";"8.89";"1.99";"0.53";"2";"MOL";"0";"34";"9";"4";"0";"496.1325";"-1.07";"BASE";"C22H23ClF2N4O5";"CONC(=N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](O)c2cc(Cl)cc(OC(F)F)c2)cc1";"XSNMGLZVFNDDPW-ZWKOTPCHSA-N"
"CHEMBL85164";"CAMOSTAT MESILATE";"CAMOSTAT MESILATE|CAMOSTAT MESYLATE|CAMOSTAT METHANESULFONATE|Camostat Mesilate";"Small molecule";"3.0";"494.53";"13";"22";"1.39";"134.81";"6";"3";"0";"7";"N";"0.28";"None";"8.54";"1.51";"0.36";"2";"MOL";"0";"29";"9";"4";"0";"398.1590";"-0.88";"BASE";"C21H26N4O8S";"CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1.CS(=O)(=O)O";"FSEKIHNIDBATFG-UHFFFAOYSA-N"
"CHEMBL2107872";"DELCASERTIB";"BMS-875944|DELCASERTIB|Delcasertib|KAI-9803";"Protein";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4280766";"RONEPARSTAT";"RONEPARSTAT|Roneparstat";"Oligosaccharide";"1.0";"858.73";"";"";"-9.20";"443.08";"23";"14";"3";"19";"N";"0.04";"-1.89";"None";"-8.07";"-17.32";"0";"MOL";"0";"57";"28";"14";"3";"858.2060";"1.24";"ACID";"C28H46N2O26S";"CC(=O)N[C@H]1[C@@H](O[C@@H](CO)C(O[C@H](O)CO)C(=O)O)O[C@H](CO)[C@@H](O[C@@H]2OC(C(=O)O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3NC(C)=O)[C@H](O)[C@H]2OS(=O)(=O)O)[C@@H]1O";"YUQCJZVVMQZBFE-JPUFUMQZSA-N"
"CHEMBL2108611";"INOTUZUMAB OZOGAMICIN";"Besponsa|CMC-544|INOTUZUMAB OZOGAMICIN|Inotuzumab ozogamicin|PF-05208773|WAY-207294|WAY-207294 CMC-544";"Antibody";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4647810";"ELIMUSERTIB";"BAY-1895344|ELIMUSERTIB";"Small molecule";"1.0";"375.44";"25";"60";"2.65";"84.75";"7";"1";"0";"3";"N";"0.59";"10.21";"2.66";"2.07";"2.07";"4";"MOL";"0";"28";"8";"1";"0";"375.1808";"-1.36";"NEUTRAL";"C20H21N7O";"C[C@@H]1COCCN1c1cc(-c2ccnn2C)c2ccnc(-c3ccn[nH]3)c2n1";"YBXRSCXGRPSTMW-CYBMUJFWSA-N"
"CHEMBL67";"COMBRETASTATIN A4";"2'-DEOXYCOMBRETASTATIN A1|COMBRESTATIN A4|COMBRETASTATIN 4|COMBRETASTATIN A-4|COMBRETASTATIN A4|NSC-613729|NSC-817373";"Small molecule";"-1.0";"316.35";"268";"3944";"3.60";"57.15";"5";"1";"0";"6";"N";"0.83";"9.84";"None";"3.38";"3.38";"2";"MOL";"0";"23";"5";"1";"0";"316.1311";"0.57";"NEUTRAL";"C18H20O5";"COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O";"HVXBOLULGPECHP-WAYWQWQTSA-N"
"CHEMBL3707227";"ATEZOLIZUMAB";"0INE2SFD9E|ATEZOLIZUMAB|Anti-PD-L1|Anti-PDL1|MPDL-3280A|MPDL3280A|RG-7446|RG7446|TECENTRIQ";"Antibody";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL463981";"BEGACESTAT";"BEGACESTAT|GSI-953";"Small molecule";"1.0";"391.74";"17";"77";"2.78";"66.40";"4";"2";"0";"5";"N";"0.76";"6.99";"None";"2.42";"1.96";"1";"MOL";"0";"22";"4";"2";"0";"390.9538";"-1.27";"NEUTRAL";"C9H8ClF6NO3S2";"O=S(=O)(N[C@H](CO)C(C(F)(F)F)C(F)(F)F)c1ccc(Cl)s1";"PSXOKXJMVRSARX-SCSAIBSYSA-N"
"CHEMBL17";"DICHLORPHENAMIDE";"DICHLORPHENAMIDE|DICLOFENAMIDE|Daranide|Dichlorphenamide|KEVEYIS|ORATROL";"Small molecule";"4.0";"305.16";"57";"548";"0.29";"120.32";"4";"2";"0";"2";"N";"0.82";"7.94";"None";"0.39";"0.29";"1";"MOL";"0";"16";"6";"4";"0";"303.9146";"-1.56";"NEUTRAL";"C6H6Cl2N2O4S2";"NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1";"GJQPMPFPNINLKP-UHFFFAOYSA-N"
"CHEMBL1200831";"SPIRAPRIL HYDROCHLORIDE";"Renormax|SCH 33844|SCH-33844|SPIRAPRIL HCL|SPIRAPRIL HYDROCHLORIDE";"Small molecule";"4.0";"503.09";"1";"1";"2.39";"95.94";"7";"2";"0";"9";"N";"0.54";"3.62";"5.20";"1.60";"-0.03";"1";"MOL";"0";"31";"7";"2";"0";"466.1596";"-0.12";"ACID";"C22H31ClN2O5S2";"CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2.Cl";"CLDOLNORSLLQDI-OOAIBONUSA-N"
